fecha,visitas,anio,mes,dia_semana,numero_semana
2023-10-27,174,2023,10,Friday,44
2023-10-28,230,2023,10,Saturday,44
2023-10-29,263,2023,10,Sunday,44
2023-10-30,308,2023,10,Monday,45
2023-10-31,199,2023,10,Tuesday,45
2023-11-01,231,2023,11,Wednesday,45
2023-11-02,208,2023,11,Thursday,45
2023-11-03,152,2023,11,Friday,45
2023-11-04,227,2023,11,Saturday,45
2023-11-05,266,2023,11,Sunday,45
2023-11-06,256,2023,11,Monday,46
2023-11-07,242,2023,11,Tuesday,46
2023-11-08,193,2023,11,Wednesday,46
2023-11-09,224,2023,11,Thursday,46
2023-11-10,218,2023,11,Friday,46
2023-11-11,265,2023,11,Saturday,46
2023-11-12,294,2023,11,Sunday,46
2023-11-13,268,2023,11,Monday,47
2023-11-14,254,2023,11,Tuesday,47
2023-11-15,232,2023,11,Wednesday,47
2023-11-16,171,2023,11,Thursday,47
2023-11-17,221,2023,11,Friday,47
2023-11-18,242,2023,11,Saturday,47
2023-11-19,279,2023,11,Sunday,47
2023-11-20,312,2023,11,Monday,48
2023-11-21,280,2023,11,Tuesday,48
2023-11-22,222,2023,11,Wednesday,48
2023-11-23,226,2023,11,Thursday,48
2023-11-24,192,2023,11,Friday,48
2023-11-25,266,2023,11,Saturday,48
2023-11-26,306,2023,11,Sunday,48
2023-11-27,299,2023,11,Monday,49
2023-11-28,286,2023,11,Tuesday,49
2023-11-29,212,2023,11,Wednesday,49
2023-11-30,229,2023,11,Thursday,49
2023-12-01,218,2023,12,Friday,49
2023-12-02,251,2023,12,Saturday,49
2023-12-03,323,2023,12,Sunday,49
2023-12-04,299,2023,12,Monday,50
2023-12-05,259,2023,12,Tuesday,50
2023-12-06,214,2023,12,Wednesday,50
2023-12-07,231,2023,12,Thursday,50
2023-12-08,204,2023,12,Friday,50
2023-12-09,305,2023,12,Saturday,50
2023-12-10,269,2023,12,Sunday,50
2023-12-11,355,2023,12,Monday,51
2023-12-12,300,2023,12,Tuesday,51
2023-12-13,252,2023,12,Wednesday,51
2023-12-14,217,2023,12,Thursday,51
2023-12-15,247,2023,12,Friday,51
2023-12-16,278,2023,12,Saturday,51
2023-12-17,341,2023,12,Sunday,51
2023-12-18,333,2023,12,Monday,52
2023-12-19,308,2023,12,Tuesday,52
2023-12-20,255,2023,12,Wednesday,52
2023-12-21,236,2023,12,Thursday,52
2023-12-22,254,2023,12,Friday,52
2023-12-23,254,2023,12,Saturday,52
2023-12-24,301,2023,12,Sunday,52
2023-12-25,354,2023,12,Monday,53
2023-12-26,317,2023,12,Tuesday,53
2023-12-27,268,2023,12,Wednesday,53
2023-12-28,246,2023,12,Thursday,53
2023-12-29,264,2023,12,Friday,53
2023-12-30,286,2023,12,Saturday,53
2023-12-31,322,2023,12,Sunday,53
